text,label
Building is intact but requires extensive remediation of living room as well as garage,Medium Damage
Happy to report the store including the delicate mattress were not touched by water with zero damage.,No Damage
Structure remains standing but shows severe damage to foundation as well as ground floor,Medium Damage
Inspection complete. No moisture observed on the apartment,No Damage
"Notice of complete destruction event. All furnishings, such as the TV and the clothing are gone completely.",Destroyed
Happy to report the apartment as well as the vehicle survived the storm with zero damage.,No Damage
"Filing for a catastrophic total failure of the building. All furnishings, such as the mattress and couch are gone completely.",Destroyed
Status update: Zero structural damage observed on the office,No Damage
"Notice of 100 percent casualty of the residence. The structure itself, along with the fridge and the car were washed away down the street.",Destroyed
"Filing for a 100 percent casualty of the residence. All furnishings, such as the television and electronics have been obliterated.",Destroyed
"The flood ruined our TV , the sofa , and the entire downstairs garage after the river crested.",Medium Damage
just an update just a splash of wetness by the front door easy fix,Low Damage
"We suffered a total loss of property. Every single item, including the mattress and water heater were washed away down the street.",Destroyed
Initial visual inspection: superficial water accumulation near the drywall,Low Damage
"We lost the television , the HVAC , and the entire downstairs flooring after the river crested.",Medium Damage
"Notice of catastrophic total failure of the building. All furnishings, such as the couch and the car are gone completely.",Destroyed
"Filing for a total loss of property. The structure itself, along with the clothing and fridge have been obliterated.",Destroyed
"Heavy damage to the water heater , the HVAC , and the entire downstairs kitchen due to the standing water.",Medium Damage
"We suffered a complete destruction event. Every single item, including the clothing and the truck are gone completely.",Destroyed
Thankfully just the bottom of the garage door leaving to totally dry the water heater in the main living area.,Low Damage
Minor flooding hit the patio furniture but spared the TV upstairs.,Low Damage
We checked the house and all contents like the laptop were not touched by water and are in perfect condition.,No Damage
"Filing for a complete destruction event. The structure itself, along with the mattress and water heater were washed away down the street.",Destroyed
"Heavy damage to the toys , the television , and the entire downstairs drywall because of the storm surge.",Medium Damage
Happy to report the premises including the delicate television survived the storm and remain completely dry.,No Damage
"Heavy damage to the electronics , the car , and the entire downstairs insulation after the river crested.",Medium Damage
I can confirm that the structure and all contents like the washer are completely safe and remain completely dry.,No Damage
"The flood ruined our TV , the water heater , and the entire downstairs foundation after the river crested.",Medium Damage
We checked the cottage and all contents like the laptop are completely safe and remain completely dry.,No Damage
Thankfully just the patio furniture leaving to totally dry the fridge in the main living area.,Low Damage
not too bad only a little water in the driveway thank god,Low Damage
I can confirm that the shop as well as the washer are completely safe and are in perfect condition.,No Damage
"Water destroyed the vehicle , the water heater , and the entire downstairs foundation from the sewage backup.",Medium Damage
Field report: minor moisture intrusion in the living room,Low Damage
"Heavy damage to the HVAC , the vehicle , and the entire downstairs subfloor after the river crested.",Medium Damage
"The flood ruined our bed , the sofa , and the entire downstairs insulation because of the storm surge.",Medium Damage
omg our shop is under 10 feet of water !!!,Destroyed
Minor claim: negligible seepage affecting the bedrooms,Low Damage
Claim closed. No moisture affecting the structure,No Damage
"Heavy damage to the sofa , the toys , and the entire downstairs doors after the river crested.",Medium Damage
"The flood ruined our truck , the vehicle , and the entire downstairs basement from the sewage backup.",Medium Damage
"Heavy damage to the bed , the toys , and the entire downstairs walls from the sewage backup.",Medium Damage
I can confirm that the home as well as the laptop survived the storm with zero damage.,No Damage
we worried for no reason property looks safe and dry no issues at all,No Damage
Minor flooding hit the outdoor trash cans but spared the bed inside the house.,Low Damage
"Heavy damage to the furnace , the toys , and the entire downstairs attic after the river crested.",Medium Damage
"Water destroyed the vehicle , the vehicle , and the entire downstairs roof after the river crested.",Medium Damage
"The flood ruined our television , the mattress , and the entire downstairs attic because of the storm surge.",Medium Damage
Status update: No evidence of flood impact found at the unit,No Damage
"We lost the sofa , the clothing , and the entire downstairs kitchen after the river crested.",Medium Damage
We checked the house and all contents like the truck were not touched by water and remain completely dry.,No Damage
I can confirm that the shop and all contents like the truck survived the storm and remain completely dry.,No Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the water heater and car have been obliterated.",Destroyed
"Heavy damage to the car , the electronics , and the entire downstairs doors due to the standing water.",Medium Damage
Thankfully just the outdoor trash cans but spared the sofa in the main living area.,Low Damage
"Filing for a catastrophic total failure of the building. Every single item, including the truck and vehicle have been obliterated.",Destroyed
"We suffered a 100 percent casualty of the residence. Every single item, including the truck and bed are gone completely.",Destroyed
We checked the cottage and all contents like the water heater were not touched by water and are in perfect condition.,No Damage
Minor flooding hit the doormat leaving to totally dry the furnace in the main living area.,Low Damage
Structure remains standing but sustained massive water damage to subfloor as well as basement,Medium Damage
safe and sound missed us entirely at our residence !,No Damage
Thankfully just the driveway gravel but spared the washer inside the house.,Low Damage
Adjuster report: Category 2 inundation creating a total loss of the premises,Destroyed
we are totally fine no flooding at all inside the premises 🙏,No Damage
I can confirm that the unit as well as the furnace were not touched by water and are in perfect condition.,No Damage
I can confirm that the cottage and all contents like the truck survived the storm and are in perfect condition.,No Damage
we checked the house found a small amount of wetness by the front door easy fix,Low Damage
Property is salvageable although shows severe damage to living room and structural beams,Medium Damage
"The flood ruined our HVAC , the water heater , and the entire downstairs insulation after the river crested.",Medium Damage
Happy to report the shop and all contents like the couch are completely safe with zero damage.,No Damage
We checked the structure as well as the dryer survived the storm with zero damage.,No Damage
Thankfully just the bottom of the garage door and didn't touch the toys in the main living area.,Low Damage
Minor flooding hit the lawn ornaments and didn't touch the vehicle inside the house.,Low Damage
Happy to report the property including the delicate couch survived the storm and remain completely dry.,No Damage
Structure remains standing but needs complete replacement of doors as well as bedrooms,Medium Damage
cant believe this the apartment is totally obliterated 😭,Destroyed
"We lost the vehicle , the car , and the entire downstairs basement from the sewage backup.",Medium Damage
"Notice of total loss of property. Every single item, including the dryer and electronics have been obliterated.",Destroyed
I can confirm that the building including the delicate HVAC are completely safe and remain completely dry.,No Damage
The water only reached the patio furniture and didn't touch the clothing in the main living area.,Low Damage
Structure remains standing but requires extensive remediation of basement as well as insulation,Medium Damage
"Heavy damage to the laptop , the truck , and the entire downstairs doors after the river crested.",Medium Damage
"Heavy damage to the dryer , the truck , and the entire downstairs living room after the river crested.",Medium Damage
I can confirm that the residence and all contents like the electronics were not touched by water and remain completely dry.,No Damage
Happy to report the property and all contents like the HVAC were not touched by water and remain completely dry.,No Damage
just an update saw some minor seepage near the garage could be worse,Low Damage
"The flood ruined our water heater , the sofa , and the entire downstairs structural beams after the river crested.",Medium Damage
"We suffered a total loss of property. The structure itself, along with the car and the vehicle are gone completely.",Destroyed
"Heavy damage to the water heater , the truck , and the entire downstairs insulation due to the standing water.",Medium Damage
The water only reached the lawn ornaments and didn't touch the sofa in the main living area.,Low Damage
Assessment indicates minimal moisture intrusion in the kitchen,Low Damage
"The flood ruined our television , the washer , and the entire downstairs first floor due to the standing water.",Medium Damage
Inspection complete. Absolutely no water intrusion affecting the premises,No Damage
"We lost the mattress , the electronics , and the entire downstairs first floor due to the standing water.",Medium Damage
"Heavy damage to the couch , the sofa , and the entire downstairs walls due to the standing water.",Medium Damage
Structure remains standing but shows severe damage to drywall as well as subfloor,Medium Damage
Minor flooding hit the doormat and didn't touch the water heater in the main living area.,Low Damage
The water only reached the outdoor trash cans but spared the HVAC in the main living area.,Low Damage
"Notice of complete destruction event. The structure itself, along with the clothing and the mattress are gone completely.",Destroyed
We checked the building including the delicate toys are completely safe and are in perfect condition.,No Damage
I can confirm that the property including the delicate car were not touched by water and remain completely dry.,No Damage
Minor claim: cosmetic water accumulation near the walls,Low Damage
not too bad just some mud in the yard imo,Low Damage
phew just some water in the street outside imo,Low Damage
made it through not a single drop near the property safe,No Damage
fyi got a lil bit of mud on the driveway could be worse,Low Damage
We checked the residence and all contents like the television survived the storm and are in perfect condition.,No Damage
lost everything our building just washed away !!!,Destroyed
Minor flooding hit the driveway gravel but spared the vehicle in the main living area.,Low Damage
Structure remains standing but requires extensive remediation of kitchen plus insulation,Medium Damage
"I am reporting a complete destruction event. Every single item, including the dryer and sofa have been obliterated.",Destroyed
fyi just a splash of water near the garage no biggie,Low Damage
"Filing for a 100 percent casualty of the residence. All furnishings, such as the clothing and mattress have been obliterated.",Destroyed
"Heavy damage to the sofa , the HVAC , and the entire downstairs garage due to the standing water.",Medium Damage
Thankfully just the patio furniture but spared the clothing inside the house.,Low Damage
fyi just a splash of moisture on the driveway easy fix,Low Damage
we are totally fine no flooding at all inside the house !,No Damage
Thankfully just the patio furniture and didn't touch the water heater inside the house.,Low Damage
"Heavy damage to the water heater , the mattress , and the entire downstairs subfloor after the river crested.",Medium Damage
"Water destroyed the electronics , the laptop , and the entire downstairs attic after the river crested.",Medium Damage
Property is salvageable although sustained massive water damage to roof and living room,Medium Damage
Minor flooding hit the outdoor trash cans leaving to totally dry the furnace inside the house.,Low Damage
We checked the unit including the delicate furnace were not touched by water and are in perfect condition.,No Damage
Adjuster report: Catastrophic storm surge leading to a total loss of the property,Destroyed
Inspection findings: Category 3 flooding causing irreparable devastation to the house,Destroyed
"Heavy damage to the television , the TV , and the entire downstairs ground floor from the sewage backup.",Medium Damage
"We suffered a catastrophic total failure of the building. All furnishings, such as the water heater and clothing are gone completely.",Destroyed
I can confirm that the residence and all contents like the bed were not touched by water with zero damage.,No Damage
"The flood ruined our HVAC , the vehicle , and the entire downstairs walls after the river crested.",Medium Damage
"We suffered a catastrophic total failure of the building. Every single item, including the HVAC and toys have been obliterated.",Destroyed
"I am reporting a catastrophic total failure of the building. The structure itself, along with the vehicle and couch have been obliterated.",Destroyed
Field report: negligible moisture intrusion in the structural beams,Low Damage
house is a mess the basement is filled with mud gonna take weeks to fix,Medium Damage
cant believe this my home just washed away send help,Destroyed
got lucky just some mud in the garage !,Low Damage
"Heavy damage to the electronics , the washer , and the entire downstairs kitchen after the river crested.",Medium Damage
Happy to report the condo and all contents like the mattress survived the storm and remain completely dry.,No Damage
minor issue only a little puddles on the driveway imo,Low Damage
"Notice of catastrophic total failure of the building. All furnishings, such as the mattress and the television were washed away down the street.",Destroyed
Happy to report the store as well as the truck survived the storm and remain completely dry.,No Damage
just a scare a tiny bit of leaks in the street outside thank god,Low Damage
I can confirm that the house as well as the fridge are completely safe with zero damage.,No Damage
I can confirm that the unit and all contents like the furnace are completely safe and are in perfect condition.,No Damage
"I am reporting a complete destruction event. Every single item, including the HVAC and the fridge were washed away down the street.",Destroyed
"The flood ruined our clothing , the sofa , and the entire downstairs first floor because of the storm surge.",Medium Damage
Structure remains standing but requires extensive remediation of roof plus drywall,Medium Damage
Thankfully just the doormat and didn't touch the laptop upstairs.,Low Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the dryer and dryer were washed away down the street.",Destroyed
The water only reached the outdoor trash cans and didn't touch the laptop inside the house.,Low Damage
"Heavy damage to the furnace , the car , and the entire downstairs attic due to the standing water.",Medium Damage
"Heavy damage to the couch , the television , and the entire downstairs basement because of the storm surge.",Medium Damage
we checked the house just a splash of water on the driveway could be worse,Low Damage
"We suffered a complete destruction event. All furnishings, such as the couch and the mattress have been obliterated.",Destroyed
Thankfully just the patio furniture leaving to totally dry the furnace in the main living area.,Low Damage
Happy to report the cottage and all contents like the bed survived the storm and are in perfect condition.,No Damage
Minor claim: superficial moisture intrusion in the windows,Low Damage
Thankfully just the driveway gravel but spared the couch upstairs.,Low Damage
"Heavy damage to the car , the washer , and the entire downstairs structural beams after the river crested.",Medium Damage
We checked the home and all contents like the TV were not touched by water and are in perfect condition.,No Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the vehicle and truck are gone completely.",Destroyed
"We lost the furnace , the vehicle , and the entire downstairs kitchen after the river crested.",Medium Damage
Final assessment: No evidence of moisture found at the building,No Damage
"We suffered a complete destruction event. All furnishings, such as the washer and the dryer were washed away down the street.",Destroyed
"We suffered a total loss of property. The structure itself, along with the sofa and the bed have been obliterated.",Destroyed
fyi just a splash of moisture near the garage ill mop it up,Low Damage
"The flood ruined our electronics , the car , and the entire downstairs structural beams due to the standing water.",Medium Damage
"I am reporting a complete destruction event. The structure itself, along with the car and laptop are gone completely.",Destroyed
got lucky just some water in the driveway imo,Low Damage
I can confirm that the home and all contents like the electronics are completely safe and remain completely dry.,No Damage
made it through perfectly safe at our residence woohoo,No Damage
Thankfully just the bottom of the garage door leaving to totally dry the washer inside the house.,Low Damage
Minor claim: negligible dampness in the living room,Low Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the clothing and the mattress were washed away down the street.",Destroyed
Building is intact but requires extensive remediation of living room and ground floor,Medium Damage
Claim closed. Absolutely no water level issues observed on the premises,No Damage
made it through no flooding at all near the unit thank heavens,No Damage
"Filing for a total loss of property. All furnishings, such as the TV and car have been obliterated.",Destroyed
"I am reporting a catastrophic total failure of the building. All furnishings, such as the truck and sofa are gone completely.",Destroyed
Claim notes: Category 2 flooding causing irreparable devastation to the building,Destroyed
Happy to report the building and all contents like the vehicle were not touched by water and remain completely dry.,No Damage
"We suffered a catastrophic total failure of the building. Every single item, including the furnace and car are gone completely.",Destroyed
"Water destroyed the sofa , the laptop , and the entire downstairs kitchen from the sewage backup.",Medium Damage
The water only reached the patio furniture leaving to totally dry the laptop inside the house.,Low Damage
Minor claim: superficial seepage affecting the structural beams,Low Damage
Minor claim: cosmetic dampness in the garage,Low Damage
just an update saw some minor wetness on the driveway could be worse,Low Damage
"Notice of 100 percent casualty of the residence. Every single item, including the car and laptop have been obliterated.",Destroyed
we checked the house just a splash of water in the gardn no biggie,Low Damage
fyi just a splash of wetness on the driveway no biggie,Low Damage
Minor claim: minimal dampness in the foundation,Low Damage
"Filing for a complete destruction event. The structure itself, along with the electronics and the clothing were washed away down the street.",Destroyed
"The flood ruined our water heater , the dryer , and the entire downstairs ground floor due to the standing water.",Medium Damage
I can confirm that the shop and all contents like the mattress were not touched by water and are in perfect condition.,No Damage
"Water destroyed the toys , the dryer , and the entire downstairs attic after the river crested.",Medium Damage
We checked the condo and all contents like the toys were not touched by water with zero damage.,No Damage
We checked the home including the delicate toys survived the storm and are in perfect condition.,No Damage
"Filing for a total loss of property. All furnishings, such as the dryer and electronics have been obliterated.",Destroyed
I can confirm that the structure including the delicate washer were not touched by water and are in perfect condition.,No Damage
lost everything our office is totally obliterated !!!,Destroyed
"Notice of total loss of property. The structure itself, along with the bed and washer were washed away down the street.",Destroyed
Minor flooding hit the doormat and didn't touch the car in the main living area.,Low Damage
"Filing for a 100 percent casualty of the residence. All furnishings, such as the sofa and dryer have been obliterated.",Destroyed
Minor flooding hit the patio furniture but spared the vehicle upstairs.,Low Damage
"The flood ruined our dryer , the bed , and the entire downstairs subfloor from the sewage backup.",Medium Damage
We checked the condo as well as the washer survived the storm and are in perfect condition.,No Damage
"We suffered a catastrophic total failure of the building. Every single item, including the dryer and HVAC were washed away down the street.",Destroyed
lost everything our property just washed away :(,Destroyed
literally crying my store collapsed ...,Destroyed
"Filing for a complete destruction event. The structure itself, along with the furnace and laptop were washed away down the street.",Destroyed
We checked the property as well as the laptop are completely safe and remain completely dry.,No Damage
Thankfully just the bottom of the garage door leaving to totally dry the vehicle upstairs.,Low Damage
"Notice of 100 percent casualty of the residence. Every single item, including the fridge and the laptop have been obliterated.",Destroyed
I can confirm that the structure as well as the bed are completely safe and remain completely dry.,No Damage
"Notice of catastrophic total failure of the building. All furnishings, such as the laptop and fridge are gone completely.",Destroyed
"Heavy damage to the HVAC , the sofa , and the entire downstairs ground floor after the river crested.",Medium Damage
Initial visual inspection: negligible moisture intrusion in the walls,Low Damage
The water only reached the bottom of the garage door but spared the truck upstairs.,Low Damage
we checked the house found a small amount of mud in the gardn ill mop it up,Low Damage
"I am reporting a complete destruction event. Every single item, including the washer and toys are gone completely.",Destroyed
"The flood ruined our TV , the bed , and the entire downstairs foundation because of the storm surge.",Medium Damage
"Filing for a catastrophic total failure of the building. Every single item, including the vehicle and TV are gone completely.",Destroyed
Building is intact but needs complete replacement of drywall as well as foundation,Medium Damage
Final assessment: Zero water level issues recorded for the structure,No Damage
"We lost the water heater , the sofa , and the entire downstairs doors after the river crested.",Medium Damage
"I am reporting a 100 percent casualty of the residence. The structure itself, along with the couch and the mattress have been obliterated.",Destroyed
just a scare a tiny bit of mud in the yard imo,Low Damage
We checked the unit including the delicate HVAC were not touched by water and remain completely dry.,No Damage
Initial visual inspection: superficial water accumulation near the bedrooms,Low Damage
literally crying our store is completely gone ...,Destroyed
safe and sound not a single drop inside the cottage woohoo,No Damage
minor issue just some leaks in the driveway today,Low Damage
"Water destroyed the water heater , the laptop , and the entire downstairs flooring due to the standing water.",Medium Damage
"The flood ruined our fridge , the bed , and the entire downstairs basement from the sewage backup.",Medium Damage
hey just a splash of wetness in the gardn easy fix,Low Damage
"Filing for a catastrophic total failure of the building. The structure itself, along with the mattress and couch were washed away down the street.",Destroyed
The water only reached the driveway gravel leaving to totally dry the dryer inside the house.,Low Damage
"We lost the clothing , the fridge , and the entire downstairs foundation from the sewage backup.",Medium Damage
"Heavy damage to the HVAC , the fridge , and the entire downstairs living room due to the standing water.",Medium Damage
We checked the store and all contents like the couch are completely safe with zero damage.,No Damage
"Water destroyed the washer , the bed , and the entire downstairs bedrooms after the river crested.",Medium Damage
"Heavy damage to the TV , the car , and the entire downstairs first floor because of the storm surge.",Medium Damage
"Notice of complete destruction event. All furnishings, such as the dryer and the water heater were washed away down the street.",Destroyed
I can confirm that the premises and all contents like the HVAC were not touched by water and are in perfect condition.,No Damage
"We suffered a total loss of property. Every single item, including the laptop and the TV have been obliterated.",Destroyed
We checked the store as well as the bed survived the storm with zero damage.,No Damage
"Water destroyed the television , the vehicle , and the entire downstairs basement after the river crested.",Medium Damage
Thankfully just the bottom of the garage door and didn't touch the TV upstairs.,Low Damage
"We suffered a catastrophic total failure of the building. All furnishings, such as the water heater and the car were washed away down the street.",Destroyed
We checked the cottage including the delicate water heater were not touched by water with zero damage.,No Damage
I can confirm that the store as well as the clothing survived the storm with zero damage.,No Damage
I can confirm that the home as well as the clothing survived the storm and are in perfect condition.,No Damage
"I am reporting a total loss of property. The structure itself, along with the water heater and TV were washed away down the street.",Destroyed
"Filing for a complete destruction event. The structure itself, along with the sofa and car have been obliterated.",Destroyed
safe and sound completely dry at our apartment 🙏,No Damage
"I am reporting a catastrophic total failure of the building. Every single item, including the truck and HVAC are gone completely.",Destroyed
I can confirm that the residence including the delicate TV are completely safe and remain completely dry.,No Damage
Building is intact but shows severe damage to first floor plus garage,Medium Damage
"We lost the television , the bed , and the entire downstairs windows after the river crested.",Medium Damage
"Notice of catastrophic total failure of the building. Every single item, including the vehicle and electronics are gone completely.",Destroyed
"Heavy damage to the vehicle , the bed , and the entire downstairs subfloor after the river crested.",Medium Damage
Building is intact but needs complete replacement of basement plus insulation,Medium Damage
"We suffered a 100 percent casualty of the residence. Every single item, including the furnace and washer were washed away down the street.",Destroyed
"Water destroyed the dryer , the electronics , and the entire downstairs garage from the sewage backup.",Medium Damage
Minor flooding hit the lawn ornaments leaving to totally dry the car upstairs.,Low Damage
"Notice of 100 percent casualty of the residence. The structure itself, along with the bed and toys have been obliterated.",Destroyed
dodged a bullet not a single drop near the property thank heavens,No Damage
Thankfully just the patio furniture but spared the television upstairs.,Low Damage
evacuated for nothing lol property looks bone dry lucky us,No Damage
"The flood ruined our couch , the HVAC , and the entire downstairs insulation due to the standing water.",Medium Damage
Inspection complete. Absolutely no water level issues recorded for the structure,No Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the water heater and the clothing have been obliterated.",Destroyed
"I am reporting a 100 percent casualty of the residence. All furnishings, such as the fridge and the toys were washed away down the street.",Destroyed
Field report: slight moisture intrusion in the windows,Low Damage
"We lost the dryer , the washer , and the entire downstairs attic from the sewage backup.",Medium Damage
"The flood ruined our couch , the car , and the entire downstairs insulation because of the storm surge.",Medium Damage
"Heavy damage to the dryer , the clothing , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
"We suffered a catastrophic total failure of the building. Every single item, including the toys and TV were washed away down the street.",Destroyed
Happy to report the property including the delicate TV survived the storm and remain completely dry.,No Damage
"The flood ruined our mattress , the bed , and the entire downstairs garage because of the storm surge.",Medium Damage
"The flood ruined our washer , the car , and the entire downstairs basement after the river crested.",Medium Damage
just a scare just some mud in the garage today,Low Damage
Thankfully just the patio furniture and didn't touch the furnace upstairs.,Low Damage
"We lost the water heater , the dryer , and the entire downstairs insulation due to the standing water.",Medium Damage
"We suffered a 100 percent casualty of the residence. Every single item, including the furnace and car were washed away down the street.",Destroyed
"Notice of catastrophic total failure of the building. The structure itself, along with the mattress and HVAC have been obliterated.",Destroyed
Assessment indicates cosmetic moisture intrusion in the foundation,Low Damage
Minor flooding hit the bottom of the garage door but spared the fridge in the main living area.,Low Damage
"I am reporting a 100 percent casualty of the residence. All furnishings, such as the fridge and the couch were washed away down the street.",Destroyed
"Filing for a catastrophic total failure of the building. Every single item, including the water heater and fridge were washed away down the street.",Destroyed
"The flood ruined our television , the clothing , and the entire downstairs doors after the river crested.",Medium Damage
We checked the structure including the delicate mattress survived the storm and remain completely dry.,No Damage
"Water destroyed the toys , the laptop , and the entire downstairs foundation from the sewage backup.",Medium Damage
Structure remains standing but needs complete replacement of subfloor as well as garage,Medium Damage
I can confirm that the house as well as the television survived the storm with zero damage.,No Damage
"Filing for a complete destruction event. The structure itself, along with the sofa and the water heater were washed away down the street.",Destroyed
Happy to report the apartment including the delicate television are completely safe and remain completely dry.,No Damage
"Notice of total loss of property. All furnishings, such as the truck and the toys were washed away down the street.",Destroyed
Assessment indicates negligible seepage affecting the roof,Low Damage
safe and sound not a single drop near the home woohoo,No Damage
update: the house got completly leveled we lost it all,Destroyed
Thankfully just the patio furniture leaving to totally dry the laptop upstairs.,Low Damage
"Notice of 100 percent casualty of the residence. Every single item, including the washer and the sofa are gone completely.",Destroyed
Happy to report the store and all contents like the truck were not touched by water with zero damage.,No Damage
"Heavy damage to the couch , the vehicle , and the entire downstairs ground floor due to the standing water.",Medium Damage
Field report: superficial dampness in the bedrooms,Low Damage
The water only reached the driveway gravel leaving to totally dry the mattress in the main living area.,Low Damage
Initial visual inspection: superficial seepage affecting the doors,Low Damage
"I am reporting a 100 percent casualty of the residence. Every single item, including the washer and the dryer have been obliterated.",Destroyed
"Filing for a total loss of property. The structure itself, along with the washer and the clothing are gone completely.",Destroyed
"Heavy damage to the couch , the toys , and the entire downstairs basement from the sewage backup.",Medium Damage
we checked the house got a lil bit of seepage near the garage easy fix,Low Damage
"We suffered a complete destruction event. Every single item, including the car and the mattress were washed away down the street.",Destroyed
"Notice of 100 percent casualty of the residence. All furnishings, such as the vehicle and water heater have been obliterated.",Destroyed
"Water destroyed the sofa , the car , and the entire downstairs kitchen after the river crested.",Medium Damage
"The flood ruined our clothing , the fridge , and the entire downstairs insulation because of the storm surge.",Medium Damage
thankful only a little puddles on the street outside today,Low Damage
"Heavy damage to the washer , the sofa , and the entire downstairs subfloor from the sewage backup.",Medium Damage
"The flood ruined our mattress , the bed , and the entire downstairs drywall after the river crested.",Medium Damage
Happy to report the residence including the delicate water heater are completely safe and remain completely dry.,No Damage
"The flood ruined our electronics , the toys , and the entire downstairs windows due to the standing water.",Medium Damage
Structure remains standing but requires extensive remediation of basement as well as doors,Medium Damage
"Heavy damage to the furnace , the clothing , and the entire downstairs attic after the river crested.",Medium Damage
I can confirm that the premises as well as the furnace were not touched by water and are in perfect condition.,No Damage
The water only reached the driveway gravel but spared the TV in the main living area.,Low Damage
"I am reporting a total loss of property. All furnishings, such as the laptop and the laptop have been obliterated.",Destroyed
"Heavy damage to the washer , the fridge , and the entire downstairs drywall because of the storm surge.",Medium Damage
"Heavy damage to the television , the vehicle , and the entire downstairs attic from the sewage backup.",Medium Damage
Assessment: major water damage to the entire first floor and insulation,Medium Damage
"I am reporting a total loss of property. All furnishings, such as the sofa and washer were washed away down the street.",Destroyed
Structure remains standing but needs complete replacement of garage as well as foundation,Medium Damage
Thankfully just the driveway gravel and didn't touch the bed in the main living area.,Low Damage
We checked the structure as well as the truck are completely safe and are in perfect condition.,No Damage
"Filing for a catastrophic total failure of the building. The structure itself, along with the clothing and truck were washed away down the street.",Destroyed
safe and sound not a single drop inside the apartment !,No Damage
"Heavy damage to the toys , the bed , and the entire downstairs ground floor due to the standing water.",Medium Damage
"The flood ruined our fridge , the clothing , and the entire downstairs subfloor after the river crested.",Medium Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the electronics and the water heater are gone completely.",Destroyed
"I am reporting a 100 percent casualty of the residence. Every single item, including the mattress and sofa have been obliterated.",Destroyed
"The flood ruined our HVAC , the fridge , and the entire downstairs doors due to the standing water.",Medium Damage
guys the whole building is gone man rip my house,Destroyed
"Water destroyed the car , the dryer , and the entire downstairs living room because of the storm surge.",Medium Damage
blessed completely dry inside the residence thank heavens,No Damage
"Notice of catastrophic total failure of the building. All furnishings, such as the couch and the furnace are gone completely.",Destroyed
thankful a tiny bit of puddles on the garage imo,Low Damage
"Notice of total loss of property. All furnishings, such as the TV and bed are gone completely.",Destroyed
We checked the building including the delicate laptop survived the storm and remain completely dry.,No Damage
"Water destroyed the bed , the car , and the entire downstairs garage from the sewage backup.",Medium Damage
Initial visual inspection: cosmetic seepage affecting the windows,Low Damage
We checked the shop as well as the television were not touched by water and are in perfect condition.,No Damage
"I am reporting a complete destruction event. The structure itself, along with the dryer and the laptop are gone completely.",Destroyed
hey just a splash of moisture near the garage could be worse,Low Damage
"We lost the HVAC , the HVAC , and the entire downstairs bedrooms from the sewage backup.",Medium Damage
Minor flooding hit the patio furniture and didn't touch the clothing upstairs.,Low Damage
"Filing for a total loss of property. The structure itself, along with the mattress and the sofa were washed away down the street.",Destroyed
"We suffered a catastrophic total failure of the building. The structure itself, along with the HVAC and the couch were washed away down the street.",Destroyed
hey got a lil bit of seepage by the front door ill mop it up,Low Damage
Minor flooding hit the doormat leaving to totally dry the laptop in the main living area.,Low Damage
Minor flooding hit the driveway gravel but spared the vehicle upstairs.,Low Damage
"The flood ruined our car , the television , and the entire downstairs attic after the river crested.",Medium Damage
Final assessment: Absolutely no flood impact recorded for the apartment,No Damage
Status update: Zero flood impact found at the apartment,No Damage
"The flood ruined our TV , the mattress , and the entire downstairs bedrooms because of the storm surge.",Medium Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the water heater and washer have been obliterated.",Destroyed
"We suffered a total loss of property. The structure itself, along with the television and mattress are gone completely.",Destroyed
just an update saw some minor wetness by the front door no biggie,Low Damage
just an update saw some minor mud near the garage ill mop it up,Low Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the truck and furnace have been obliterated.",Destroyed
Structure remains standing but requires extensive remediation of subfloor and doors,Medium Damage
"Heavy damage to the couch , the couch , and the entire downstairs insulation due to the standing water.",Medium Damage
I can confirm that the house including the delicate car were not touched by water and are in perfect condition.,No Damage
"The flood ruined our clothing , the clothing , and the entire downstairs basement due to the standing water.",Medium Damage
just an update found a small amount of wetness by the front door could be worse,Low Damage
Happy to report the condo as well as the truck were not touched by water with zero damage.,No Damage
Status update: Absolutely no flood impact found at the store,No Damage
"Notice of 100 percent casualty of the residence. Every single item, including the HVAC and sofa have been obliterated.",Destroyed
Happy to report the shop as well as the truck are completely safe and remain completely dry.,No Damage
Initial visual inspection: slight seepage affecting the living room,Low Damage
I can confirm that the apartment as well as the water heater were not touched by water with zero damage.,No Damage
Happy to report the apartment including the delicate laptop are completely safe with zero damage.,No Damage
"I am reporting a complete destruction event. Every single item, including the truck and vehicle were washed away down the street.",Destroyed
"The flood ruined our electronics , the laptop , and the entire downstairs basement due to the standing water.",Medium Damage
"Heavy damage to the water heater , the water heater , and the entire downstairs kitchen after the river crested.",Medium Damage
Assessment indicates cosmetic moisture intrusion in the subfloor,Low Damage
Field report: minimal moisture intrusion in the bedrooms,Low Damage
We checked the condo as well as the TV were not touched by water with zero damage.,No Damage
"The flood ruined our mattress , the bed , and the entire downstairs attic because of the storm surge.",Medium Damage
I can confirm that the house and all contents like the furnace are completely safe and are in perfect condition.,No Damage
